Majority protein IDs,Protein names,Gene names,Mol. weight [kDa],iBAQ W_glu_1,iBAQ W_glu_2,iBAQ PLAS30_1,iBAQ PLAS30_2,iBAQ mass W_glu_1,iBAQ mass W_glu_2,iBAQ mass PLAS30_1,iBAQ mass PLAS30_2,Mori sector,wt_mass_fraction_poor,rela_mass_fraction_poor
P0A7W1,30S ribosomal protein S5,rpsE,17.603,6120400.0,6011000.0,4777400.0,4493200.0,107737401.2,105811633.00000001,84096572.2,79093799.60000001,R,,
P0A7W7,30S ribosomal protein S8,rpsH,14.126,5603600.0,5649500.0,3784700.0,3490400.0,79156453.6,79804837.0,53462672.199999996,49305390.4,R,,
P0A7X3,30S ribosomal protein S9,rpsI,14.856,8268000.0,7732800.0,5388300.0,5191500.0,122829408.0,114878476.8,80048584.8,77124924.0,R,,
P0A7X6,Ribosome maturation factor RimM,rimM,20.605,383830.0,459260.0,332310.0,263980.0,7908817.15,9463052.3,6847247.55,5439307.9,R,,
P0A7Y0,Ribonuclease 3,rnc,25.55,376820.0,311780.0,308030.0,308330.0,9627751.0,7965979.0,7870166.5,7877831.5,R,,
P0A7Y4,Ribonuclease HI,rnhA,17.597,45864.0,43918.0,41390.0,40665.0,807068.8080000001,772825.0460000001,728339.8300000001,715582.005,R,,
P0A7Y8,Ribonuclease P protein component,rnpA,13.789,71201.0,75046.0,45243.0,49331.0,981790.589,1034809.294,623855.727,680225.159,R,,
P0A7Z0,Ribose-5-phosphate isomerase A,rpiA,22.86,870460.0,795750.0,971920.0,989930.0,19898715.599999998,18190845.0,22218091.2,22629799.8,S,,
P0A7Z4,DNA-directed RNA polymerase subunit alpha,rpoA,36.511,3304100.0,3190400.0,3335600.0,3382800.0,120635995.10000001,116484694.4,121786091.60000001,123509410.80000001,A',,
P0A800,DNA-directed RNA polymerase subunit omega,rpoZ,10.236,1907300.0,1808600.0,1475000.0,1572400.0,19523122.8,18512829.6,15098100.000000002,16095086.4,A',,
P0A805,Ribosome-recycling factor,frr,20.638,1631200.0,1602000.0,1581800.0,1532100.0,33664705.6,33062076.000000004,32645188.400000002,31619479.8,R,,
P0A809,Holliday junction ATP-dependent DNA helicase RuvA,ruvA,22.085,68972.0,70592.0,107880.0,96151.0,1523246.62,1559024.32,2382529.8000000003,2123494.835,S',,
P0A812,Holliday junction ATP-dependent DNA helicase RuvB,ruvB,37.173,75061.0,74808.0,114190.0,113270.0,2790242.5530000003,2780837.784,4244784.87,4210585.71,S,,
P0A817,S-adenosylmethionine synthase,metK,41.951,3473900.0,3326100.0,2015200.0,2321400.0,145733578.9,139533221.1,84539655.2,97385051.4,A,,
P0A821,L-seryl-tRNA(Sec) selenium transferase,selA,50.607,95162.0,93849.0,93304.0,96788.0,4815863.334,4749416.343,4721835.528,4898150.316,A,,
P0A823,Sugar fermentation stimulation protein A,sfsA,26.228,170350.0,79805.0,99829.0,123060.0,4467939.8,2093125.54,2618315.012,3227617.68,S',,
P0A825,Serine hydroxymethyltransferase,glyA,45.316,3270300.0,3182100.0,2996100.0,2647400.0,148196914.8,144200043.6,135771267.6,119969578.4,A,,
P0A828,Protein Smg,smg,18.51,1147.2,2538.7,13881.0,18437.0,21234.672000000002,46991.337,256937.31000000003,341268.87000000005,U,,
P0A830,Aerobic C4-dicarboxylate transport protein,dctA,45.436,43918.0,38977.0,46430.0,49158.0,1995458.248,1770958.972,2109593.48,2233542.888,S,,
P0A832,SsrA-binding protein,smpB,18.269,169260.0,159000.0,216280.0,224530.0,3092210.94,2904770.9999999995,3951219.32,4101938.57,A',,
P0A836,Succinyl-CoA ligase [ADP-forming] subunit beta,sucC,41.392,4831800.0,4520400.0,3994300.0,4027800.0,199997865.60000002,187108396.8,165332065.60000002,166718697.60000002,C,,
P0A840,5/3-nucleotidase SurE,surE,26.9,38951.0,49175.0,36782.0,39354.0,1047781.8999999999,1322807.5,989435.7999999999,1058622.5999999999,S',,
P0A843,Sec-independent protein translocase protein TatE,tatE,7.0242,252880.0,242030.0,133210.0,146080.0,1776279.696,1700067.1260000002,935693.682,1026095.136,R,,
P0A847,Queuine tRNA-ribosyltransferase,tgt,42.593,305960.0,279990.0,137500.0,130330.0,13031754.280000001,11925614.07,5856537.500000001,5551145.69,R,,
P0A850,Trigger factor,tig,48.192,4092500.0,4206500.0,3657200.0,3659600.0,197225760.0,202719648.0,176247782.4,176363443.2,R,,
P0A855,Protein TolB,tolB,45.955,631420.0,599700.0,918510.0,974330.0,29016906.099999998,27559213.5,42210127.05,44775335.15,A,,
P0A858,Triosephosphate isomerase,tpiA,26.972,3573000.0,3497400.0,3225900.0,3329600.0,96370956.0,94331872.80000001,87008974.8,89805971.2,A,,
P0A862,Thiol peroxidase,tpx,17.835,6922300.0,7127900.0,7735900.0,7599600.0,123459220.5,127126096.5,137969776.5,135538866.0,C,,
P0A867,Transaldolase A,talA,35.658,56245.0,61554.0,275990.0,282030.0,2005584.21,2194892.532,9841251.42,10056625.74,S,,
P0A870,Transaldolase B,talB,35.219,2897600.0,2595700.0,2502400.0,2400200.0,102050574.4,91417958.3,88132025.60000001,84532643.8,A,,
P0A873,tRNA (guanine-N(1)-)-methyltransferase,trmD,28.422,74143.0,70730.0,59002.0,60683.0,2107292.346,2010288.06,1676954.844,1724732.226,C',,
P0A877,Tryptophan synthase alpha chain,trpA,28.724,1846400.0,1833500.0,1217000.0,1160500.0,53035993.6,52665454.0,34957108.0,33334202.0,U,,
P0A879,Tryptophan synthase beta chain,trpB,42.983,1448800.0,1499000.0,937710.0,920830.0,62273770.4,64431516.99999999,40305588.93,39580035.89,U,,
P0A881,Trp operon repressor,trpR,12.355,68837.0,73660.0,73368.0,77675.0,850481.135,910069.3,906461.64,959674.625,S,,
P0A884,Thymidylate synthase,thyA,30.479,403580.0,414250.0,337860.0,313680.0,12300714.82,12625925.75,10297634.94,9560652.72,U,,
P0A887,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,ubiE,28.073,483620.0,477330.0,441220.0,465990.0,13576664.26,13400085.09,12386369.06,13081737.27,U,,
P0A890,Sulfurtransferase TusA,tusA,9.0945,67162.0,85618.0,81439.0,87034.0,610804.809,778652.901,740646.9855,791530.713,S',,
P0A894,RNase adapter protein RapZ,rapZ,32.492,207270.0,210520.0,282630.0,346180.0,6734616.84,6840215.84,9183213.959999999,11248080.559999999,S,,
P0A898,Endoribonuclease YbeY,ybeY,17.525,269350.0,275310.0,326470.0,322160.0,4720358.75,4824807.75,5721386.75,5645854.0,A',,
P0A8A0,Probable transcriptional regulatory protein YebC,yebC,26.422,434680.0,443260.0,301960.0,378980.0,11485114.96,11711815.72,7978387.12,10013409.56,R,,
P0A8A2,Probable transcriptional regulatory protein YeeN,yeeN,25.867,742130.0,717320.0,599000.0,640480.0,19196676.71,18554916.44,15494333.0,16567296.16,U,,
P0A8A4,Phosphoenolpyruvate synthase regulatory protein,ppsR,31.211,116980.0,166370.0,219650.0,236470.0,3651062.78,5192574.069999999,6855496.149999999,7380465.17,S,,
P0A8A8,Ribosome maturation factor RimP,rimP,16.651,437340.0,474770.0,494920.0,499990.0,7282148.34,7905395.27,8240912.92,8325333.49,R,,
P0A8B2,UPF0115 protein YfcN,yfcN,21.013,40551.0,39025.0,43717.0,48004.0,852098.1630000001,820032.3250000001,918625.3210000001,1008708.052,A',,
P0A8B5,Nucleoid-associated protein YbaB,ybaB,12.015,1053100.0,720950.0,773030.0,770490.0,12652996.5,8662214.25,9287955.450000001,9257437.35,R,,
P0A8C1,UPF0145 protein YbjQ,ybjQ,11.437,237530.0,229710.0,465390.0,476480.0,2716630.61,2627193.27,5322665.43,5449501.76,C',,
P0A8C4,UPF0149 protein YgfB,ygfB,21.229,493560.0,531730.0,492560.0,512230.0,10477785.24,11288096.17,10456556.24,10874130.67,A',,
P0A8C8,Putative membrane protein insertion efficiency factor,yidD,9.381,2732.5,2371.6,0.0,0.0,25633.5825,22247.9796,0.0,0.0,U,,
P0A8D0,Transcriptional repressor NrdR,nrdR,17.229,236790.0,239670.0,342170.0,354350.0,4079654.9099999997,4129274.4299999997,5895246.93,6105096.149999999,S',,
P0A8D3,UPF0178 protein YaiI,yaiI,16.969,23533.0,24901.0,37496.0,34914.0,399331.477,422545.069,636269.6240000001,592455.6660000001,R,,
P0A8D6,O-acetyl-ADP-ribose deacetylase,ymdB,18.88,26740.0,28976.0,65038.0,71709.0,504851.19999999995,547066.88,1227917.44,1353865.92,S,,
P0A8E1,UPF0227 protein YcfP,ycfP,21.226,272840.0,265390.0,423650.0,447270.0,5791301.84,5633168.14,8992394.9,9493753.02,S',,
P0A8E5,UPF0231 protein YacL,yacL,13.941,53240.0,63913.0,103790.0,101170.0,742218.8400000001,891011.133,1446936.3900000001,1410410.97,A',,
P0A8E7,UPF0234 protein YajQ,yajQ,18.344,1313300.0,1281100.0,1126400.0,1214600.0,24091175.200000003,23500498.400000002,20662681.6,22280622.400000002,A',,
P0A8F0,Uracil phosphoribosyltransferase,upp,22.533,1491900.0,1207500.0,886950.0,823080.0,33616982.7,27208597.5,19985644.35,18546461.64,R,,
P0A8F4,Uridine kinase,udk,24.353,158270.0,137070.0,127130.0,144420.0,3854349.31,3338065.7100000004,3095996.89,3517060.2600000002,R,,
P0A8F8,UvrABC system protein B,uvrB,76.225,21386.0,24117.0,59266.0,76361.0,1630147.8499999999,1838318.325,4517550.85,5820617.225,S',,
P0A8G0,UvrABC system protein C,uvrC,68.187,14263.0,14472.0,28166.0,29927.0,972551.181,986802.264,1920555.042,2040632.349,S,,
P0A8G3,Uronate isomerase,uxaC,53.987,109930.0,106580.0,189760.0,161800.0,5934790.91,5753934.46,10244573.120000001,8735096.6,C,,
P0A8G6,NAD(P)H dehydrogenase (quinone),wrbA,20.845,117180.0,149710.0,861980.0,813910.0,2442617.1,3120704.9499999997,17967973.099999998,16965953.95,S,,
P0A8G9,Exodeoxyribonuclease 7 small subunit,xseB,8.9518,197430.0,200560.0,207220.0,240790.0,1767353.874,1795373.0080000001,1854991.996,2155503.9220000003,S',,
P0A8H3,Zinc transporter ZupT,zupT,26.484,208800.0,226760.0,230270.0,221800.0,5529859.2,6005511.840000001,6098470.680000001,5874151.2,U,,
P0A8H6,Der GTPase-activating protein YihI,yihI,19.059,171660.0,199610.0,99304.0,137390.0,3271667.9400000004,3804366.99,1892634.9360000002,2618516.0100000002,R,,
P0A8H8,DNA gyrase inhibitor YacG,yacG,7.3061,119870.0,102190.0,115410.0,132840.0,875782.2069999999,746610.3589999999,843197.0009999999,970542.324,S',,
P0A8I1,Putative Holliday junction resolvase,yqgF,15.186,46153.0,46046.0,58242.0,63718.0,700879.458,699254.556,884463.012,967621.548,A',,
P0A8I3,UPF0246 protein YaaA,yaaA,29.585,214760.0,202820.0,171460.0,169140.0,6353674.600000001,6000429.7,5072644.100000001,5004006.9,A,,
P0A8I5,tRNA (guanine-N(7)-)-methyltransferase,trmB,27.307,494490.0,469080.0,254950.0,247300.0,13503038.43,12809167.559999999,6961919.649999999,6753021.1,U,,
P0A8I8,Ribosomal RNA large subunit methyltransferase H,rlmH,17.341,80198.0,78814.0,62583.0,67911.0,1390713.5180000002,1366713.574,1085251.803,1177644.651,R,,
P0A8J2,Primosomal protein 1,dnaT,19.455,55574.0,53127.0,54689.0,55431.0,1081192.17,1033585.7849999999,1063974.4949999999,1078410.105,A',,
P0A8J4,UPF0250 protein YbeD,ybeD,9.8272,1072500.0,983560.0,1628200.0,1946400.0,10539672.0,9665640.832,16000647.04,19127662.08,S',,
P0A8J8,ATP-dependent RNA helicase RhlB,rhlB,47.125,395810.0,405480.0,374910.0,418160.0,18652546.25,19108245.0,17667633.75,19705790.0,A',,
P0A8K1,Phosphatidylserine decarboxylase proenzyme;Phosphatidylserine decarboxylase alpha chain;Phosphatidylserine decarboxylase beta chain,psd,35.934,156140.0,153560.0,192930.0,203100.0,5610734.76,5518025.04,6932746.619999999,7298195.399999999,S,,
P0A8K5,UPF0253 protein YaeP,yaeP,7.2141,141730.0,274400.0,326510.0,330090.0,1022454.393,1979549.04,2355475.791,2381302.269,S',,
P0A8L1,Serine--tRNA ligase,serS,48.413,795770.0,786580.0,1577100.0,1664500.0,38525613.01,38080697.54,76352142.3,80583438.5,A,,
P0A8L5,UPF0260 protein YcgN,ycgN,17.91,73367.0,71671.0,95726.0,97977.0,1314002.97,1283627.61,1714452.66,1754768.07,U,,
P0A8L7,UPF0263 protein YciU,yciU,12.687,237540.0,237190.0,291830.0,290770.0,3013669.98,3009229.53,3702447.21,3688998.9899999998,A',,
P0A8M0,Asparagine--tRNA ligase,asnS,52.57,1826700.0,1836200.0,1735600.0,1720400.0,96029619.0,96529034.0,91240492.0,90441428.0,U,,
P0A8M3,Threonine--tRNA ligase,thrS,74.013,783280.0,757920.0,523760.0,518760.0,57972902.64,56095932.96,38765048.88,38394983.88,R,,
P0A8M6,UPF0265 protein YeeX,yeeX,12.778,3153700.0,3445100.0,4278300.0,4161100.0,40297978.6,44021487.800000004,54668117.4,53170535.800000004,A,,
P0A8N0,Macrodomain Ter protein,matP,17.693,47459.0,76087.0,91037.0,63797.0,839692.087,1346207.2910000002,1610717.641,1128760.321,U,,
P0A8N3,Lysine--tRNA ligase,lysS,57.603,1046500.0,1035900.0,883980.0,974500.0,60281539.5,59670947.7,50919899.940000005,56134123.5,R,,
P0A8N5,"Lysine--tRNA ligase, heat inducible",lysU,57.826,115030.0,112890.0,131880.0,128960.0,6651724.78,6527977.14,7626092.88,7457240.96,R,,
P0A8N7,Elongation factor P--(R)-beta-lysine ligase,epmA,36.976,27205.0,26171.0,11089.0,11232.0,1005932.08,967698.896,410026.864,415314.432,U,,
P0A8P1,Leucyl/phenylalanyl-tRNA--protein transferase,aat,26.618,4918.9,5163.4,1680.1,1733.2,130931.28019999998,137439.38119999997,44720.90179999999,46134.3176,U,,
P0A8P3,Probable Fe(2+)-trafficking protein,yggX,10.952,1460300.0,1425900.0,1517800.0,1593700.0,15993205.6,15616456.8,16622945.6,17454202.4,C,,
P0A8P6,Tyrosine recombinase XerC,xerC,33.867,22779.0,18870.0,16497.0,20151.0,771456.3929999999,639070.2899999999,558703.899,682453.9169999999,U,,
P0A8P8,Tyrosine recombinase XerD,xerD,34.246,16045.0,18598.0,19021.0,22427.0,549477.0700000001,636907.108,651393.1660000001,768035.042,U,,
P0A8Q3,Fumarate reductase subunit D,frdD,13.107,0.0,1855.9,9532.9,10902.0,0.0,24325.2813,124947.72029999999,142892.514,U,,
P0A8Q6,ATP-dependent Clp protease adapter protein ClpS,clpS,12.179,29052.0,44968.0,50742.0,54886.0,353824.308,547665.272,617986.818,668456.594,U,,
P0A8R0,Regulator of ribonuclease activity A,rraA,17.36,510910.0,299240.0,951770.0,988020.0,8869397.6,5194806.399999999,16522727.2,17152027.2,S',,
P0A8R4,Protein SlyX,slyX,8.2142,182270.0,193260.0,87735.0,98496.0,1497202.234,1587476.292,720672.8369999999,809065.8432,S',,
P0A8R7,UPF0283 membrane protein YcjF,ycjF,39.392,81181.0,62730.0,80085.0,82902.0,3197881.952,2471060.16,3154708.3200000003,3265675.5840000003,S,,
P0A8R9,HTH-type transcriptional regulator HdfR,hdfR,31.746,100730.0,100460.0,104030.0,110990.0,3197774.58,3189203.1599999997,3302536.38,3523488.54,S,,
P0A8S1,HTH-type transcriptional regulator ArgP,argP,33.471,258040.0,278950.0,329230.0,334350.0,8636856.84,9336735.45,11019657.329999998,11191028.85,A,,
P0A8S9,Flagellar transcriptional regulator FlhD,flhD,13.316,102720.0,98283.0,1576.0,0.0,1367819.52,1308736.428,20986.016,0.0,C,,
P0A8T1,Ribosomal protein L11 methyltransferase,prmA,31.877,220790.0,222310.0,146940.0,146790.0,7038122.83,7086575.87,4684006.38,4679224.83,R,,
P0A8T5,Flagellar hook-basal body complex protein FliE,fliE,11.127,81926.0,76572.0,1327.2,1643.2,911590.6020000001,852016.6440000001,14767.754400000002,18283.886400000003,C,,
P0A8T7,DNA-directed RNA polymerase subunit beta,rpoC,155.16,1961600.0,1910200.0,1878900.0,1907700.0,304361856.0,296386632.0,291530124.0,295998732.0,A',,
P0A8U0,Protein Syd,syd,20.708,53820.0,54951.0,50990.0,55721.0,1114504.5599999998,1137925.308,1055900.92,1153870.4679999999,S,,
P0A8U2,UPF0294 protein YafD,yafD,29.991,21572.0,23366.0,48344.0,53668.0,646965.852,700769.706,1449884.904,1609556.988,S',,
P0A8U6,Met repressor,metJ,12.141,482910.0,526490.0,412550.0,432750.0,5863010.31,6392115.09,5008769.55,5254017.75,A',,
P0A8V0,Ribonuclease BN,rbn,32.929,17664.0,13331.0,13644.0,18263.0,581657.856,438976.499,449283.276,601382.327,A',,
P0A8V2,DNA-directed RNA polymerase subunit beta,rpoB,150.63,1783600.0,1761200.0,1738200.0,1691200.0,268663668.0,265289556.0,261825066.0,254745456.0,R,,
P0A8V6,Fatty acid metabolism regulator protein,fadR,26.968,146250.0,135750.0,108550.0,127220.0,3944070.0,3660906.0,2927376.4,3430868.96,C',,
P0A8W0,Transcriptional regulator NanR,nanR,29.524,96418.0,92298.0,112980.0,130850.0,2846645.032,2725006.1520000002,3335621.52,3863215.4,A,,
P0A8W2,Transcriptional regulator SlyA,slyA,16.353,334300.0,333790.0,375680.0,386700.0,5466807.9,5458467.87,6143495.040000001,6323705.100000001,S',,
P0A8W5,UPF0301 protein YqgE,yqgE,20.686,191650.0,220790.0,248160.0,261490.0,3964471.9,4567261.94,5133437.76,5409182.14,R,,
P0A8W8,UPF0304 protein YfbU,yfbU,19.536,1475100.0,1451200.0,2170400.0,2491300.0,28817553.6,28350643.200000003,42400934.400000006,48670036.800000004,S,,
P0A8X0,UPF0307 protein YjgA,yjgA,21.359,138340.0,135340.0,145260.0,145460.0,2954804.06,2890727.06,3102608.3400000003,3106880.14,A',,
P0A8X2,Protein YceI,yceI,20.912,941770.0,580240.0,616550.0,628240.0,19694294.24,12133978.879999999,12893293.6,13137754.879999999,A,,
P0A8Y1,Pyrimidine 5-nucleotidase YjjG,yjjG,25.3,30682.0,37243.0,33735.0,17493.0,776254.6,942247.9,853495.5,442572.9,U,,
P0A8Y3,Alpha-D-glucose-1-phosphate phosphatase YihX,yihX,22.732,83722.0,106510.0,175330.0,182570.0,1903168.504,2421185.32,3985601.56,4150181.2399999998,S',,
P0A8Y5,Sugar phosphatase YidA,yidA,29.721,236530.0,212150.0,268790.0,284140.0,7029908.13,6305310.15,7988707.59,8444924.94,A,,
P0A8Y8,Proofreading thioesterase EntH,entH,14.97,21516.0,27651.0,15334.0,13099.0,322094.52,413935.47000000003,229549.98,196092.03,U,,
P0A8Z0,Acyl-CoA thioester hydrolase YciA,yciA,14.23,154990.0,140850.0,125720.0,120760.0,2205507.7,2004295.5,1788995.6,1718414.8,R,,
P0A8Z3,Acyl-CoA thioester hydrolase YbgC,ybgC,15.562,9149.0,10123.0,26555.0,29619.0,142376.73799999998,157534.126,413248.91,460930.87799999997,U,,
P0A8Z7,Esterase YqiA,yqiA,21.641,14356.0,16086.0,14866.0,13874.0,310678.196,348117.126,321715.10599999997,300247.234,S,,
P0A901,Outer membrane lipoprotein Blc,blc,19.851,2922.4,3764.1,16656.0,19408.0,58012.5624,74721.1491,330638.256,385268.208,S,,
P0A903,Outer membrane protein assembly factor BamC,bamC,36.842,720710.0,704220.0,838000.0,902180.0,26552397.82,25944873.24,30873596.0,33238115.56,S,,
P0A905,Outer membrane lipoprotein SlyB,slyB,15.601,4354600.0,4492700.0,4467700.0,4869500.0,67936114.60000001,70090612.7,69700587.7,75969069.5,S',,
P0A908,MltA-interacting protein,mipA,27.831,1217700.0,1380600.0,594600.0,575010.0,33889808.7,38423478.6,16548312.6,16003103.31,U,,
P0A910,Outer membrane protein A,ompA,37.2,15188000.0,13749000.0,19303000.0,18384000.0,564993600.0,511462800.00000006,718071600.0,683884800.0,A',,
P0A912,Peptidoglycan-associated lipoprotein,pal,18.824,7163800.0,7823000.0,8457500.0,8449500.0,134851371.20000002,147260152.0,159203980.0,159053388.0,R,,
P0A915,Outer membrane protein W,ompW,22.928,11394.0,18376.0,9225.9,7775.3,261241.632,421324.928,211531.4352,178272.0784,S,,
P0A917,Outer membrane protein X,ompX,18.602,2093200.0,2102400.0,3783600.0,3408700.0,38937706.4,39108844.8,70382527.2,63408637.4,A',,
P0A921,Phospholipase A1,pldA,33.163,41584.0,44906.0,38343.0,35713.0,1379050.1919999998,1489217.6779999998,1271568.909,1184350.2189999998,A',,
P0A924,Phosphatidylglycerophosphatase B,pgpB,29.021,96862.0,94415.0,97848.0,98793.0,2811032.102,2740017.715,2839646.808,2867071.653,U,,
P0A927,Nucleoside-specific channel-forming protein tsx,tsx,33.589,731790.0,738160.0,422710.0,394250.0,24580094.31,24794056.24,14198406.19,13242463.25,C',,
P0A932,Putative polysaccharide export protein GfcE,gfcE,41.74,211.03,497.35,0.0,0.0,8808.3922,20759.389000000003,0.0,0.0,U,,
P0A935,Membrane-bound lytic murein transglycosylase A,mltA,40.41,96825.0,92675.0,128850.0,132390.0,3912698.2499999995,3744996.7499999995,5206828.5,5349879.899999999,A',,
P0A937,Outer membrane protein assembly factor BamE,bamE,12.302,625360.0,639440.0,782640.0,857200.0,7693178.72,7866390.88,9628037.28,10545274.4,S',,
P0A940,Outer membrane protein assembly factor BamA,bamA,90.552,735940.0,735590.0,781790.0,818100.0,66640838.88,66609145.68000001,70792648.08,74080591.2,C',,
P0A944,Ribosomal-protein-alanine acetyltransferase,rimI,16.61,22175.0,21742.0,18169.0,10673.0,368326.75,361134.62,301787.08999999997,177278.53,U,,
P0A948,Ribosomal-protein-alanine acetyltransferase,rimJ,22.688,71643.0,80328.0,103010.0,99453.0,1625436.3839999998,1822481.6639999999,2337090.88,2256389.664,S',,
P0A951,Spermidine N(1)-acetyltransferase,speG,21.887,367920.0,365860.0,393160.0,423310.0,8052665.04,8007577.82,8605092.92,9264985.97,S',,
P0A953,3-oxoacyl-[acyl-carrier-protein] synthase 1,fabB,42.613,1507300.0,1470700.0,1538000.0,1587500.0,64230574.9,62670939.1,65538794.0,67648137.5,S',,
P0A955,KHG/KDPG aldolase;4-hydroxy-2-oxoglutarate aldolase;2-dehydro-3-deoxy-phosphogluconate aldolase,eda,22.284,883510.0,937550.0,1089200.0,1125200.0,19688136.84,20892364.2,24271732.799999997,25073956.799999997,A,,
P0A959,Glutamate-pyruvate aminotransferase AlaA,alaA,45.517,134510.0,140960.0,111510.0,108090.0,6122491.670000001,6416076.32,5075600.67,4919932.53,S,,
P0A962,L-asparaginase 1,ansA,37.127,155310.0,151830.0,126620.0,116580.0,5766194.37,5636992.41,4701020.74,4328265.66,R,,
P0A964,Chemotaxis protein CheW,cheW,18.084,1659100.0,1881500.0,60229.0,12858.0,30003164.4,34025046.0,1089181.236,232524.072,C,,
P0A968,Cold shock-like protein CspD,cspD,7.9689,157060.0,199560.0,214810.0,239680.0,1251595.434,1590273.684,1711799.409,1909985.9519999998,C,,
P0A972,Cold shock-like protein CspE,cspE,7.4634,4861600.0,5226100.0,3885400.0,3587400.0,36284065.44,39004474.74,28998294.36,26774201.16,C',,
P0A978,Cold shock-like protein CspG,cspG,7.7806,45163.0,33672.0,20518.0,67289.0,351395.2378,261988.3632,159642.3508,523548.79339999997,R,,
P0A988,DNA polymerase III subunit beta,dnaN,40.586,198530.0,207450.0,211310.0,226140.0,8057538.58,8419565.7,8576227.66,9178118.04,S',,
P0A991,Fructose-bisphosphate aldolase class 1,fbaB,38.109,112740.0,138740.0,686810.0,816800.0,4296408.66,5287242.66,26173642.290000003,31127431.200000003,S,,
P0A993,"Fructose-1,6-bisphosphatase class 1",fbp,36.833,826930.0,814290.0,662440.0,670380.0,30458312.689999998,29992743.57,24399652.52,24692106.54,C,,
P0A998,Bacterial non-heme ferritin,ftnA,19.424,1054300.0,856490.0,1031200.0,1045400.0,20478723.2,16636461.76,20030028.8,20305849.599999998,R,,
P0A9A2,Bacterial non-heme ferritin-like protein,ftnB,18.894,2235.3,3131.9,27258.0,34813.0,42233.7582,59174.118599999994,515012.65199999994,657756.8219999999,S',,
P0A9A6,Cell division protein FtsZ,ftsZ,40.323,1669700.0,1635500.0,2185900.0,2250200.0,67327313.1,65948266.5,88142045.7,90734814.6,S',,
P0A9A9,Ferric uptake regulation protein,fur,16.795,615120.0,605980.0,1009500.0,1127000.0,10330940.4,10177434.100000001,16954552.5,18927965.000000004,S',,
P0A9B2,Glyceraldehyde-3-phosphate dehydrogenase A,gapA,35.532,9469400.0,9490500.0,7255400.0,9272900.0,336466720.79999995,337216445.99999994,257798872.79999998,329484682.79999995,A,,
P0A9B6,D-erythrose-4-phosphate dehydrogenase,epd,37.299,76383.0,80350.0,64989.0,68572.0,2849009.517,2996974.65,2424024.711,2557667.028,U,,
P0A9C3,Aldose 1-epimerase,galM,38.19,460220.0,480840.0,546100.0,547090.0,17575801.8,18363279.599999998,20855559.0,20893367.099999998,S,,
P0A9C5,Glutamine synthetase,glnA,51.903,4011100.0,3798300.0,1690400.0,1645500.0,208188123.29999998,197143164.9,87736831.2,85406386.5,U,,
P0A9C9,"Fructose-1,6-bisphosphatase 1 class 2",glpX,35.852,56644.0,51799.0,51725.0,52280.0,2030800.6879999998,1857097.748,1854444.6999999997,1874342.5599999998,U,,
P0A9D2,Glutathione S-transferase GstA,gstA,22.868,636520.0,599040.0,1072900.0,1401000.0,14555939.36,13698846.719999999,24535077.2,32038067.999999996,S',,
P0A9D4,Serine acetyltransferase,cysE,29.316,210850.0,191790.0,331430.0,359540.0,6181278.6,5622515.64,9716201.879999999,10540274.639999999,S,,
P0A9D8,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",dapD,29.892,4745100.0,4526300.0,3569000.0,3473900.0,141840529.2,135300159.6,106684548.0,103841818.8,A,,
P0A9E5,Fumarate and nitrate reduction regulatory protein,fnr,27.967,804440.0,779730.0,541710.0,583390.0,22497773.48,21806708.91,15150003.569999998,16315668.129999999,R,,
P0A9F1,Transcriptional regulator MntR,mntR,17.64,165990.0,70928.0,135860.0,80830.0,2928063.6,1251169.92,2396570.4,1425841.2,A',,
P0A9F3,HTH-type transcriptional regulator CysB,cysB,36.15,443290.0,400300.0,438500.0,470740.0,16024933.5,14470845.0,15851775.0,17017251.0,C',,
P0A9F6,Glycine cleavage system transcriptional activator,gcvA,34.401,116500.0,112630.0,219970.0,40553.0,4007716.5000000005,3874584.6300000004,7567187.970000001,1395063.753,S',,
P0A9F9,HTH-type transcriptional regulator MetR,metR,35.629,123040.0,109390.0,99046.0,92348.0,4383792.16,3897456.3099999996,3528909.934,3290266.892,R,,
P0A9G2,Transcriptional activator protein NhaR,nhaR,34.284,8140.2,9307.8,14214.0,13694.0,279078.61679999996,319108.61519999994,487312.776,469485.09599999996,U,,
P0A9G4,HTH-type transcriptional regulator CueR,cueR,15.235,23355.0,19528.0,43345.0,48497.0,355813.425,297509.08,660361.075,738851.7949999999,C,,
P0A9G6,Isocitrate lyase,aceA,47.521,198370.0,195410.0,721730.0,747490.0,9426740.77,9286078.61,34297331.33,35521472.29,S,,
P0A9G8,Transcriptional regulator ModE,modE,28.281,50692.0,44416.0,59812.0,56120.0,1433620.452,1256128.896,1691543.172,1587129.72,C',,
P0A9H1,G/U mismatch-specific DNA glycosylase,mug,18.673,169440.0,153190.0,586150.0,329680.0,3163953.1199999996,2860516.8699999996,10945178.95,6156114.64,S',,
P0A9H3,"Lysine decarboxylase, inducible",cadA,81.259,20960.0,21299.0,24620.0,25049.0,1703188.64,1730735.441,2000596.58,2035456.691,U,,
P0A9H5,"Cob(I)yrinic acid a,c-diamide adenosyltransferase",btuR,21.999,61937.0,54912.0,80935.0,62374.0,1362552.0629999998,1208009.088,1780489.065,1372165.626,S',,
